nid_a,nid_b,jaccard,dataset_a,dataset_b,label_a,label_b,cross_dataset,label_conflict,rows_a,rows_b
2675,98716,0.5833,davidson2017,tweeteval_hate,1,1,True,False,15,1
2684,2685,0.5714,davidson2017,davidson2017,1,1,False,False,1,1
2687,2694,0.5714,davidson2017,davidson2017,1,1,False,False,2,1
2687,2696,0.5333,davidson2017,davidson2017,1,1,False,False,2,1
2687,2777,0.5,davidson2017,davidson2017,1,1,False,False,2,2
2687,2788,0.5,davidson2017,davidson2017,1,1,False,False,2,1
2687,2795,0.5714,davidson2017,davidson2017,1,1,False,False,2,2
2687,2806,0.5333,davidson2017,davidson2017,1,1,False,False,2,1
2687,2809,0.5714,davidson2017,davidson2017,1,1,False,False,2,1
2687,2871,0.5833,davidson2017,davidson2017,1,1,False,False,2,1
2687,2872,0.5,davidson2017,davidson2017,1,1,False,False,2,1
2687,2881,0.5385,davidson2017,davidson2017,1,1,False,False,2,1
2687,98685,0.5714,davidson2017,tweeteval_hate,1,0,True,True,2,1
2694,2696,0.6429,davidson2017,davidson2017,1,1,False,False,1,1
2694,2710,0.5714,davidson2017,davidson2017,1,1,False,False,1,1
2694,2769,0.5714,davidson2017,davidson2017,1,1,False,False,1,2
2694,2777,0.5,davidson2017,davidson2017,1,1,False,False,1,2
2694,2779,0.5,davidson2017,davidson2017,1,1,False,False,1,1
2694,2788,0.5,davidson2017,davidson2017,1,1,False,False,1,1
2694,2795,0.5714,davidson2017,davidson2017,1,1,False,False,1,2
2694,2871,0.5833,davidson2017,davidson2017,1,1,False,False,1,1
2694,2872,0.5,davidson2017,davidson2017,1,1,False,False,1,1
2694,2881,0.5385,davidson2017,davidson2017,1,1,False,False,1,1
2694,2898,0.5833,davidson2017,davidson2017,1,1,False,False,1,1
2694,98685,0.5714,davidson2017,tweeteval_hate,1,0,True,True,1,1
2694,98716,0.5333,davidson2017,tweeteval_hate,1,1,True,False,1,1
2696,2710,0.5333,davidson2017,davidson2017,1,1,False,False,1,1
2696,2769,0.5333,davidson2017,davidson2017,1,1,False,False,1,2
2696,2795,0.5333,davidson2017,davidson2017,1,1,False,False,1,2
2696,2809,0.5333,davidson2017,davidson2017,1,1,False,False,1,1
2696,2871,0.5385,davidson2017,davidson2017,1,1,False,False,1,1
2696,2874,0.5385,davidson2017,davidson2017,1,1,False,False,1,3
2696,2881,0.5,davidson2017,davidson2017,1,1,False,False,1,1
2696,2898,0.5385,davidson2017,davidson2017,1,1,False,False,1,1
2696,98685,0.5333,davidson2017,tweeteval_hate,1,0,True,True,1,1
2696,98716,0.5,davidson2017,tweeteval_hate,1,1,True,False,1,1
2710,2769,0.5714,davidson2017,davidson2017,1,1,False,False,1,2
2710,2779,0.5,davidson2017,davidson2017,1,1,False,False,1,1
2710,2871,0.5833,davidson2017,davidson2017,1,1,False,False,1,1
2710,2872,0.5,davidson2017,davidson2017,1,1,False,False,1,1
2710,2881,0.5385,davidson2017,davidson2017,1,1,False,False,1,1
2710,2898,0.5833,davidson2017,davidson2017,1,1,False,False,1,1
2712,98686,0.5152,davidson2017,tweeteval_hate,1,1,True,False,1,1
2728,24349,0.5,davidson2017,davidson2017,1,1,False,False,1,1
2741,2742,0.5294,davidson2017,davidson2017,1,1,False,False,1,1
2741,13371,0.6111,davidson2017,davidson2017,1,1,False,False,1,1
2769,2779,0.5,davidson2017,davidson2017,1,1,False,False,2,1
2769,2795,0.5714,davidson2017,davidson2017,1,1,False,False,2,2
2769,2806,0.5333,davidson2017,davidson2017,1,1,False,False,2,1
2769,2809,0.5714,davidson2017,davidson2017,1,1,False,False,2,1
2769,2827,0.5,davidson2017,davidson2017,1,1,False,False,2,2
2769,2871,0.5833,davidson2017,davidson2017,1,1,False,False,2,1
2769,2872,0.5,davidson2017,davidson2017,1,1,False,False,2,1
2769,2874,0.5833,davidson2017,davidson2017,1,1,False,False,2,3
2769,2881,0.5385,davidson2017,davidson2017,1,1,False,False,2,1
2769,2898,0.5833,davidson2017,davidson2017,1,1,False,False,2,1
2769,98685,0.5714,davidson2017,tweeteval_hate,1,0,True,True,2,1
2769,98716,0.6429,davidson2017,tweeteval_hate,1,1,True,False,2,1
2774,2871,0.5,davidson2017,davidson2017,1,1,False,False,1,1
2774,2898,0.5,davidson2017,davidson2017,1,1,False,False,1,1
2777,2779,0.5294,davidson2017,davidson2017,1,1,False,False,2,1
2777,2795,0.5,davidson2017,davidson2017,1,1,False,False,2,2
2777,2871,0.5,davidson2017,davidson2017,1,1,False,False,2,1
2777,4223,0.5263,davidson2017,davidson2017,1,1,False,False,2,1
2777,6926,0.5652,davidson2017,davidson2017,1,1,False,False,2,1
2777,6927,0.619,davidson2017,davidson2017,1,1,False,False,2,1
2777,98685,0.5,davidson2017,tweeteval_hate,1,0,True,True,2,1
2779,2871,0.5,davidson2017,davidson2017,1,1,False,False,1,1
2779,2898,0.5,davidson2017,davidson2017,1,1,False,False,1,1
2781,2782,0.875,davidson2017,davidson2017,1,1,False,False,1,1
2781,2784,0.9333,davidson2017,davidson2017,1,1,False,False,1,1
2782,2784,0.8235,davidson2017,davidson2017,1,1,False,False,1,1
2788,2795,0.5,davidson2017,davidson2017,1,1,False,False,1,2
2788,2871,0.5,davidson2017,davidson2017,1,1,False,False,1,1
2788,98685,0.5,davidson2017,tweeteval_hate,1,0,True,True,1,1
2788,98722,0.5652,davidson2017,tweeteval_hate,1,0,True,True,1,1
2795,2806,0.5333,davidson2017,davidson2017,1,1,False,False,2,1
2795,2809,0.5714,davidson2017,davidson2017,1,1,False,False,2,1
2795,2827,0.5,davidson2017,davidson2017,1,1,False,False,2,2
2795,2871,0.5833,davidson2017,davidson2017,1,1,False,False,2,1
2795,2872,0.5,davidson2017,davidson2017,1,1,False,False,2,1
2795,2881,0.5385,davidson2017,davidson2017,1,1,False,False,2,1
2795,2898,0.5833,davidson2017,davidson2017,1,1,False,False,2,1
2795,98685,0.5714,davidson2017,tweeteval_hate,1,0,True,True,2,1
2795,98716,0.5333,davidson2017,tweeteval_hate,1,1,True,False,2,1
2806,2809,0.5333,davidson2017,davidson2017,1,1,False,False,1,1
2806,2871,0.5385,davidson2017,davidson2017,1,1,False,False,1,1
2806,2898,0.5385,davidson2017,davidson2017,1,1,False,False,1,1
2806,98685,0.5333,davidson2017,tweeteval_hate,1,0,True,True,1,1
2806,98716,0.5,davidson2017,tweeteval_hate,1,1,True,False,1,1
2809,98685,0.5714,davidson2017,tweeteval_hate,1,0,True,True,1,1
2809,98716,0.5333,davidson2017,tweeteval_hate,1,1,True,False,1,1
2826,2827,0.6667,davidson2017,davidson2017,1,1,False,False,1,2
2827,2874,0.5,davidson2017,davidson2017,1,1,False,False,2,3
2827,2898,0.5,davidson2017,davidson2017,1,1,False,False,2,1
2833,2834,0.6667,davidson2017,davidson2017,1,1,False,False,1,1
2833,2835,0.6429,davidson2017,davidson2017,1,1,False,False,1,1
2833,6934,0.5,davidson2017,davidson2017,1,1,False,False,1,1
2834,2835,0.88,davidson2017,davidson2017,1,1,False,False,1,1
2860,12272,0.6667,davidson2017,davidson2017,1,1,False,False,1,1
2871,2872,0.8,davidson2017,davidson2017,1,1,False,False,1,1
2871,2874,0.7778,davidson2017,davidson2017,1,1,False,False,1,3
2871,2877,0.6364,davidson2017,davidson2017,1,1,False,False,1,1
2871,2881,0.7,davidson2017,davidson2017,1,1,False,False,1,1
2871,2898,0.7778,davidson2017,davidson2017,1,1,False,False,1,1
2871,98685,0.5833,davidson2017,tweeteval_hate,1,0,True,True,1,1
2871,98716,0.5385,davidson2017,tweeteval_hate,1,1,True,False,1,1
2872,2881,0.5833,davidson2017,davidson2017,1,1,False,False,1,1
2872,2898,0.6364,davidson2017,davidson2017,1,1,False,False,1,1
2872,98685,0.5,davidson2017,tweeteval_hate,1,0,True,True,1,1
2874,2875,0.5333,davidson2017,davidson2017,1,1,False,False,3,1
2874,2877,0.8,davidson2017,davidson2017,1,1,False,False,3,1
2874,2880,0.5714,davidson2017,davidson2017,1,1,False,False,3,1
2874,2881,0.7,davidson2017,davidson2017,1,1,False,False,3,1
2874,2898,0.7778,davidson2017,davidson2017,1,1,False,False,3,1
2874,98685,0.5833,davidson2017,tweeteval_hate,1,0,True,True,3,1
2874,98716,0.5385,davidson2017,tweeteval_hate,1,1,True,False,3,1
2875,2877,0.5625,davidson2017,davidson2017,1,1,False,False,1,1
2877,2880,0.5,davidson2017,davidson2017,1,1,False,False,1,1
2877,2881,0.5833,davidson2017,davidson2017,1,1,False,False,1,1
2877,2898,0.6364,davidson2017,davidson2017,1,1,False,False,1,1
2877,98685,0.5,davidson2017,tweeteval_hate,1,0,True,True,1,1
2881,2888,0.5,davidson2017,davidson2017,1,1,False,False,1,1
2881,2895,0.5625,davidson2017,davidson2017,1,1,False,False,1,1
2881,2898,0.7,davidson2017,davidson2017,1,1,False,False,1,1
2881,98685,0.5385,davidson2017,tweeteval_hate,1,0,True,True,1,1
2881,98716,0.5,davidson2017,tweeteval_hate,1,1,True,False,1,1
2882,13415,0.68,davidson2017,davidson2017,1,1,False,False,1,1
2894,5446,0.5676,davidson2017,davidson2017,1,1,False,False,1,1
2898,98685,0.5833,davidson2017,tweeteval_hate,1,0,True,True,1,1
2898,98716,0.5385,davidson2017,tweeteval_hate,1,1,True,False,1,1
2901,6941,0.625,davidson2017,davidson2017,0,1,False,False,1,1
2931,11035,0.5,davidson2017,davidson2017,1,1,False,False,1,1
2944,13632,0.6316,davidson2017,davidson2017,1,1,False,False,1,1
2965,6821,0.55,davidson2017,davidson2017,1,1,False,False,1,1
3027,3028,0.6,davidson2017,davidson2017,1,1,False,False,1,1
3117,3119,0.5,davidson2017,davidson2017,1,1,False,False,3,1
3130,3131,0.6786,davidson2017,davidson2017,1,1,False,False,1,1
3130,3158,0.6087,davidson2017,davidson2017,1,1,False,False,1,1
3156,3157,0.5294,davidson2017,davidson2017,1,1,False,False,1,1
3156,3158,0.5312,davidson2017,davidson2017,1,1,False,False,1,1
3157,3158,0.7727,davidson2017,davidson2017,1,1,False,False,1,1
3185,14381,0.5714,davidson2017,davidson2017,1,1,False,False,1,1
3195,6824,0.5,davidson2017,davidson2017,1,1,False,False,1,1
3232,3233,0.5556,davidson2017,davidson2017,1,1,False,False,7,1
3232,3236,0.7143,davidson2017,davidson2017,1,1,False,False,7,1
3232,3237,0.8333,davidson2017,davidson2017,1,1,False,False,7,1
3232,3238,0.8333,davidson2017,davidson2017,1,1,False,False,7,1
3232,3239,0.625,davidson2017,davidson2017,1,1,False,False,7,15
3232,3244,0.5556,davidson2017,davidson2017,1,1,False,False,7,1
3232,3246,0.8333,davidson2017,davidson2017,1,1,False,False,7,2
3233,3236,0.6,davidson2017,davidson2017,1,1,False,False,1,1
3233,3237,0.5,davidson2017,davidson2017,1,1,False,False,1,1
3233,3238,0.5,davidson2017,davidson2017,1,1,False,False,1,1
3233,3246,0.5,davidson2017,davidson2017,1,1,False,False,1,2
3236,3237,0.625,davidson2017,davidson2017,1,1,False,False,1,1
3236,3238,0.625,davidson2017,davidson2017,1,1,False,False,1,1
3236,3239,0.5,davidson2017,davidson2017,1,1,False,False,1,15
3236,3246,0.625,davidson2017,davidson2017,1,1,False,False,1,2
3237,3238,0.7143,davidson2017,davidson2017,1,1,False,False,1,1
3237,3246,0.7143,davidson2017,davidson2017,1,1,False,False,1,2
3238,3239,0.5556,davidson2017,davidson2017,1,1,False,False,1,15
3238,3244,0.5,davidson2017,davidson2017,1,1,False,False,1,1
3238,3246,0.7143,davidson2017,davidson2017,1,1,False,False,1,2
3239,3243,0.6154,davidson2017,davidson2017,1,1,False,False,15,1
3239,3244,0.8889,davidson2017,davidson2017,1,1,False,False,15,1
3239,3246,0.5556,davidson2017,davidson2017,1,1,False,False,15,2
3243,3244,0.5714,davidson2017,davidson2017,1,1,False,False,1,1
3244,3246,0.5,davidson2017,davidson2017,1,1,False,False,1,2
3246,3247,0.6667,davidson2017,davidson2017,1,1,False,False,2,1
3266,3267,0.8182,davidson2017,davidson2017,1,1,False,False,1,1
3268,3269,0.7619,davidson2017,davidson2017,1,1,False,False,1,1
3295,3296,0.5833,davidson2017,davidson2017,1,1,False,False,1,2
3295,3324,0.5,davidson2017,davidson2017,1,1,False,False,1,1
3296,14775,0.75,davidson2017,davidson2017,1,1,False,False,2,1
3296,14776,0.5143,davidson2017,davidson2017,1,1,False,False,2,1
3299,4982,0.6333,davidson2017,davidson2017,1,1,False,False,2,3
3299,14789,0.7667,davidson2017,davidson2017,1,1,False,False,2,1
3299,17836,0.6444,davidson2017,davidson2017,1,1,False,False,2,1
3308,14800,0.625,davidson2017,davidson2017,1,1,False,False,1,1
3318,3319,0.7917,davidson2017,davidson2017,1,1,False,False,1,1
3320,3322,0.8,davidson2017,davidson2017,1,1,False,False,5,1
3320,3324,0.8421,davidson2017,davidson2017,1,1,False,False,5,1
3320,3325,0.55,davidson2017,davidson2017,1,1,False,False,5,1
3320,3326,0.5,davidson2017,davidson2017,1,1,False,False,5,1
3320,99038,0.5,davidson2017,tweeteval_hate,1,1,True,False,5,1
3320,99041,0.6667,davidson2017,tweeteval_hate,1,1,True,False,5,1
3322,3324,0.6957,davidson2017,davidson2017,1,1,False,False,1,1
3322,99041,0.6296,davidson2017,tweeteval_hate,1,1,True,False,1,1
3324,99041,0.5926,davidson2017,tweeteval_hate,1,1,True,False,1,1
3325,3326,0.7778,davidson2017,davidson2017,1,1,False,False,1,1
3325,99035,0.55,davidson2017,tweeteval_hate,1,0,True,True,1,3
3326,3331,0.5652,davidson2017,davidson2017,1,1,False,False,1,1
3340,3342,0.5263,davidson2017,davidson2017,1,1,False,False,1,1
3340,99049,0.5217,davidson2017,tweeteval_hate,1,1,True,False,1,1
3346,5607,0.6087,davidson2017,davidson2017,1,1,False,False,1,3
3387,3388,0.5385,davidson2017,davidson2017,1,1,False,False,1,1
3448,3449,0.6316,davidson2017,davidson2017,1,1,False,False,1,1
3478,3479,0.6897,davidson2017,davidson2017,1,1,False,False,1,1
3478,3480,0.6452,davidson2017,davidson2017,1,1,False,False,1,1
3478,3481,0.5312,davidson2017,davidson2017,1,1,False,False,1,1
3478,3485,0.5484,davidson2017,davidson2017,1,1,False,False,1,1
3479,3480,0.8462,davidson2017,davidson2017,1,1,False,False,1,1
3479,3481,0.5862,davidson2017,davidson2017,1,1,False,False,1,1
3479,3482,0.5667,davidson2017,davidson2017,1,1,False,False,1,1
3479,3485,0.6071,davidson2017,davidson2017,1,1,False,False,1,1
3479,8495,0.5455,davidson2017,davidson2017,1,1,False,False,1,1
3479,15244,0.5862,davidson2017,davidson2017,1,1,False,False,1,1
3479,99115,0.5429,davidson2017,tweeteval_hate,1,0,True,True,1,1
3480,3481,0.5484,davidson2017,davidson2017,1,1,False,False,1,1
3480,3485,0.5667,davidson2017,davidson2017,1,1,False,False,1,1
3480,8495,0.5143,davidson2017,davidson2017,1,1,False,False,1,1
3481,3482,0.9583,davidson2017,davidson2017,1,1,False,False,1,1
3481,3485,0.6071,davidson2017,davidson2017,1,1,False,False,1,1
3481,7000,0.6061,davidson2017,davidson2017,1,1,False,False,1,1
3482,3485,0.5862,davidson2017,davidson2017,1,1,False,False,1,1
3482,7000,0.5882,davidson2017,davidson2017,1,1,False,False,1,1
3570,3571,0.5833,davidson2017,davidson2017,1,0,False,False,1,1
3570,7014,0.6,davidson2017,davidson2017,1,1,False,False,1,1
3604,3605,0.7143,davidson2017,davidson2017,1,1,False,False,1,1
3604,3612,0.5,davidson2017,davidson2017,1,1,False,False,1,1
3604,3617,0.8333,davidson2017,davidson2017,1,1,False,False,1,1
3604,3618,0.8333,davidson2017,davidson2017,1,1,False,False,1,1
3604,3626,0.7143,davidson2017,davidson2017,1,1,False,False,1,1
3605,3618,0.625,davidson2017,davidson2017,1,1,False,False,1,1
3605,3626,0.5556,davidson2017,davidson2017,1,1,False,False,1,1
3606,3607,0.6522,davidson2017,davidson2017,1,1,False,False,1,1
3617,3618,0.7143,davidson2017,davidson2017,1,1,False,False,1,1
3617,3626,0.625,davidson2017,davidson2017,1,1,False,False,1,1
3618,3626,0.8571,davidson2017,davidson2017,1,1,False,False,1,1
3759,16027,0.8333,davidson2017,davidson2017,1,1,False,False,1,1
3815,12870,0.5588,davidson2017,davidson2017,1,1,False,False,1,1
4040,20299,0.8899,davidson2017,davidson2017,1,1,False,False,1,1
4076,5620,0.5556,davidson2017,davidson2017,1,1,False,False,1,1
4117,4118,0.5556,davidson2017,davidson2017,1,1,False,False,2,1
4222,4223,0.5625,davidson2017,davidson2017,1,1,False,False,1,1
4226,9720,0.6087,davidson2017,davidson2017,1,1,False,False,2,1
4226,13236,0.5417,davidson2017,davidson2017,1,1,False,False,2,1
4226,18013,0.6667,davidson2017,davidson2017,1,1,False,False,2,1
4226,18017,0.5714,davidson2017,davidson2017,1,1,False,False,2,1
4226,45434,0.6316,davidson2017,dynahate2021,1,0,True,True,2,1
4226,68613,0.5417,davidson2017,hatexplain,1,0,True,True,2,1
4226,77579,0.6667,davidson2017,hatexplain,1,0,True,True,2,2
4275,18197,0.6,davidson2017,davidson2017,1,1,False,False,1,1
4294,9828,0.5263,davidson2017,davidson2017,1,1,False,False,2,1
4296,18297,0.5745,davidson2017,davidson2017,1,1,False,False,1,1
4298,8269,0.7778,davidson2017,davidson2017,1,1,False,False,1,1
4458,4459,0.8,davidson2017,davidson2017,1,1,False,False,1,1
4552,4553,0.9091,davidson2017,davidson2017,1,1,False,False,1,1
4556,4557,0.9,davidson2017,davidson2017,1,1,False,False,1,1
4556,4558,0.55,davidson2017,davidson2017,1,1,False,False,1,1
4557,4558,0.5,davidson2017,davidson2017,1,1,False,False,1,1
4628,4662,0.5,davidson2017,davidson2017,1,1,False,False,1,4
4662,4663,0.5333,davidson2017,davidson2017,1,1,False,False,4,1
4662,4665,0.6667,davidson2017,davidson2017,1,1,False,False,4,1
4662,4667,0.8,davidson2017,davidson2017,1,1,False,False,4,1
4662,4668,0.8889,davidson2017,davidson2017,1,1,False,False,4,1
4662,79067,0.5,davidson2017,hatexplain,1,1,True,False,4,1
4663,4665,0.5,davidson2017,davidson2017,1,1,False,False,1,1
4663,4668,0.5,davidson2017,davidson2017,1,1,False,False,1,1
4665,4667,0.5714,davidson2017,davidson2017,1,1,False,False,1,1
4665,4668,0.6154,davidson2017,davidson2017,1,1,False,False,1,1
4667,4668,0.7273,davidson2017,davidson2017,1,1,False,False,1,1
4681,4685,0.5,davidson2017,davidson2017,1,1,False,False,1,1
4794,15156,0.65,davidson2017,davidson2017,1,1,False,False,1,1
4841,10367,0.7222,davidson2017,davidson2017,1,1,False,False,1,1
4841,19629,0.8,davidson2017,davidson2017,1,1,False,False,1,1
4867,20535,0.566,davidson2017,davidson2017,1,1,False,False,1,1
4922,4925,0.6364,davidson2017,davidson2017,1,1,False,False,21,1
4922,4929,0.6364,davidson2017,davidson2017,1,1,False,False,21,1
4922,4936,0.5833,davidson2017,davidson2017,1,1,False,False,21,1
4922,4937,0.875,davidson2017,davidson2017,1,1,False,False,21,1
4922,4940,0.875,davidson2017,davidson2017,1,1,False,False,21,1
4923,10524,0.5652,davidson2017,davidson2017,1,1,False,False,1,1
4925,4929,0.5714,davidson2017,davidson2017,1,1,False,False,1,1
4925,4937,0.5833,davidson2017,davidson2017,1,1,False,False,1,1
4925,4940,0.5833,davidson2017,davidson2017,1,1,False,False,1,1
4929,4937,0.5833,davidson2017,davidson2017,1,1,False,False,1,1
4929,4940,0.5833,davidson2017,davidson2017,1,1,False,False,1,1
4932,4933,0.8571,davidson2017,davidson2017,1,1,False,False,1,1
4937,4940,0.7778,davidson2017,davidson2017,1,1,False,False,1,1
4981,4982,0.5484,davidson2017,davidson2017,1,1,False,False,1,3
4982,14789,0.6296,davidson2017,davidson2017,1,1,False,False,3,1
4983,11219,0.5714,davidson2017,davidson2017,1,1,False,False,1,10
4983,11222,0.5556,davidson2017,davidson2017,1,1,False,False,1,1
4983,21505,0.5806,davidson2017,davidson2017,1,1,False,False,1,1
4983,21506,0.5455,davidson2017,davidson2017,1,1,False,False,1,1
4983,21507,0.5455,davidson2017,davidson2017,1,1,False,False,1,1
4994,11219,0.6757,davidson2017,davidson2017,1,1,False,False,1,10
4994,11221,0.6842,davidson2017,davidson2017,1,1,False,False,1,1
4994,11222,0.6579,davidson2017,davidson2017,1,1,False,False,1,1
4994,12482,0.6047,davidson2017,davidson2017,1,1,False,False,1,1
4994,21498,0.6579,davidson2017,davidson2017,1,1,False,False,1,1
4994,21503,0.5,davidson2017,davidson2017,1,1,False,False,1,1
4994,21504,0.5,davidson2017,davidson2017,1,1,False,False,1,1
4994,24208,0.6667,davidson2017,davidson2017,1,1,False,False,1,1
5061,5065,0.5,davidson2017,davidson2017,1,1,False,False,1,1
5061,20401,0.6,davidson2017,davidson2017,1,1,False,False,1,1
5082,5087,0.7143,davidson2017,davidson2017,1,1,False,False,5,1
5082,5095,0.5,davidson2017,davidson2017,1,1,False,False,5,1
5082,6866,0.5357,davidson2017,davidson2017,1,1,False,False,5,1
5082,10816,0.55,davidson2017,davidson2017,1,1,False,False,5,1
5082,20444,0.6,davidson2017,davidson2017,1,1,False,False,5,1
5089,5095,0.5,davidson2017,davidson2017,1,1,False,False,1,1
5090,20449,0.625,davidson2017,davidson2017,1,1,False,False,3,1
5141,13517,0.5,davidson2017,davidson2017,0,1,False,False,1,1
5201,106429,0.5,davidson2017,tweeteval_hate,1,1,True,False,1,1
5258,5259,0.5556,davidson2017,davidson2017,1,1,False,False,2,2
5259,5260,0.5,davidson2017,davidson2017,1,1,False,False,2,1
5268,100167,0.5217,davidson2017,tweeteval_hate,0,0,True,False,1,1
5277,5279,0.5,davidson2017,davidson2017,1,1,False,False,1,1
5277,5284,0.5,davidson2017,davidson2017,1,1,False,False,1,1
5277,5289,0.5,davidson2017,davidson2017,1,1,False,False,1,1
5277,7152,0.7,davidson2017,davidson2017,1,1,False,False,1,1
5284,5289,0.5294,davidson2017,davidson2017,1,1,False,False,1,1
5287,5288,0.5714,davidson2017,davidson2017,1,1,False,False,1,1
5307,5308,0.5217,davidson2017,davidson2017,1,1,False,False,1,1
5307,5312,0.5,davidson2017,davidson2017,1,1,False,False,1,1
5308,5309,0.85,davidson2017,davidson2017,1,1,False,False,1,1
5308,5312,0.5238,davidson2017,davidson2017,1,1,False,False,1,1
